-7.53,3.53,-1.71,3.53
-4.79,0.79,-1.71,0.79
-1.71,0.79,-1.71,3.53
-2.51,-1.49,2.51,-1.49
-2.51,-1.49,-2.51,-6.51
-2.51,-6.51,2.51,-6.51
-4.79,0.79,-4.79,-8.79
-4.79,-8.79,-1.71,-8.79
-1.71,-8.79,-1.71,-11.53
-7.53,-11.53,-1.71,-11.53
-7.53,3.53,-7.53,-11.53
-11.2,6.63,-11.2,-15.9242
-11.2,6.63,11.2,6.63
7.53,3.53,1.71,3.53
7.53,3.53,7.53,-11.53
4.79,0.79,4.79,-8.79
7.53,-11.53,1.71,-11.53
11.2,6.63,11.2,-15.9242
2.51,-1.49,2.51,-6.51
1.71,-8.79,1.71,-11.53
4.79,-8.79,1.71,-8.79
4.79,0.79,1.71,0.79
1.71,0.79,1.71,3.53
-10.92,-18.98,-10.62,-18.98
-10.92,-18.98,-10.92,-19.275
-10.92,-19.275,-10.62,-19.275
-10.62,-19.275,-10.62,-18.98
-10.92,-22.335,-10.62,-22.335
-10.92,-22.335,-10.92,-22.63
-10.92,-22.63,-10.62,-22.63
-10.62,-22.63,-10.62,-22.335
-7.27,-18.98,-6.97,-18.98
-7.27,-18.98,-7.27,-19.275
-7.27,-19.275,-6.97,-19.275
-6.97,-19.275,-6.97,-18.98
-7.27,-22.335,-6.97,-22.335
-7.27,-22.335,-7.27,-22.63
-7.27,-22.63,-6.97,-22.63
-6.97,-22.63,-6.97,-22.335
-3.62,-18.98,-3.32,-18.98
-3.62,-18.98,-3.62,-19.275
-3.62,-19.275,-3.32,-19.275
-3.32,-19.275,-3.32,-18.98
-3.62,-22.335,-3.32,-22.335
-3.62,-22.335,-3.62,-22.63
-3.62,-22.63,-3.32,-22.63
-3.32,-22.63,-3.32,-22.335
0.03,-18.98,0.33,-18.98
0.03,-18.98,0.03,-19.275
0.03,-19.275,0.33,-19.275
0.33,-19.275,0.33,-18.98
0.03,-22.335,0.33,-22.335
0.03,-22.335,0.03,-22.63
0.03,-22.63,0.33,-22.63
0.33,-22.63,0.33,-22.335
3.68,-18.98,3.98,-18.98
3.68,-18.98,3.68,-19.275
3.68,-19.275,3.98,-19.275
3.98,-19.275,3.98,-18.98
3.68,-22.335,3.98,-22.335
3.68,-22.335,3.68,-22.63
3.68,-22.63,3.98,-22.63
3.98,-22.63,3.98,-22.335
7.33,-18.98,7.63,-18.98
7.33,-18.98,7.33,-19.275
7.33,-19.275,7.63,-19.275
7.63,-19.275,7.63,-18.98
7.33,-22.335,7.63,-22.335
7.33,-22.335,7.33,-22.63
7.33,-22.63,7.63,-22.63
7.63,-22.63,7.63,-22.335
10.98,-18.98,11.28,-18.98
10.98,-18.98,10.98,-19.275
10.98,-19.275,11.28,-19.275
11.28,-19.275,11.28,-18.98
10.98,-22.335,11.28,-22.335
10.98,-22.335,10.98,-22.63
10.98,-22.63,11.28,-22.63
11.28,-22.63,11.28,-22.335
14.63,-18.98,14.93,-18.98
14.63,-18.98,14.63,-19.275
14.63,-19.275,14.93,-19.275
14.93,-19.275,14.93,-18.98
14.63,-22.335,14.93,-22.335
14.63,-22.335,14.63,-22.63
14.63,-22.63,14.93,-22.63
14.93,-22.63,14.93,-22.335
18.28,-18.98,18.58,-18.98
18.28,-18.98,18.28,-19.275
18.28,-19.275,18.58,-19.275
18.58,-19.275,18.58,-18.98
18.28,-22.335,18.58,-22.335
18.28,-22.335,18.28,-22.63
18.28,-22.63,18.58,-22.63
18.58,-22.63,18.58,-22.335
18.28,-22.335,18.575,-22.335
18.28,-22.335,18.28,-22.635
18.28,-22.635,18.575,-22.635
18.575,-22.635,18.575,-22.335
18.28,-25.695,18.575,-25.695
18.28,-25.695,18.28,-25.995
